timestamp_s,condition,position_x_m,position_y_m,position_z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps
0.0,malecns_connected,0.0,0.4799999437529999,0.0,0.0,-6.749640009599821e-06,0.0
0.008333333333333333,malecns_connected,0.0,0.47999983276183955,0.0,0.0,-1.3318939246974484e-05,0.0
0.016666666666666666,malecns_connected,0.0,0.4799996684892049,0.0,0.0,-1.971271616082355e-05,0.0
0.025,malecns_connected,0.0,0.47999945235870106,0.0,0.0,-2.5935660457756903e-05,0.0
0.03333333333333333,malecns_connected,0.0,0.47999918575589656,0.0,0.0,-3.199233654210011e-05,0.0
0.041666666666666664,malecns_connected,0.0,0.4799988700293394,0.0,0.0,-3.7887186863793073e-05,0.0
0.05,malecns_connected,0.0,0.47999850649154624,0.0,0.0,-4.3624535176837594e-05,0.0
0.058333333333333334,malecns_connected,0.0,0.4799980964199653,0.0,0.0,-4.9208589710683884e-05,0.0
0.06666666666666667,malecns_connected,0.0,0.4799976410579132,0.0,0.0,-5.46434462568821e-05,0.0
0.075,malecns_connected,0.0,0.47999714161548673,0.0,0.0,-5.993309117326297e-05,0.0
0.08333333333333333,malecns_connected,0.0,0.47999659927045085,0.0,0.0,-6.5081404307851e-05,0.0
0.09166666666666666,malecns_connected,0.0,0.4799960151691021,0.0,0.0,-7.009216184465484e-05,0.0
0.1,malecns_connected,0.0,0.4799953904271098,0.0,0.0,-7.496903907342225e-05,0.0
0.10833333333333334,malecns_connected,0.0,0.4799947261303341,0.0,0.0,-7.97156130853911e-05,0.0
0.11666666666666667,malecns_connected,0.0,0.47999402333562247,0.0,0.0,-8.433536539701371e-05,0.0
0.125,malecns_connected,0.0,0.47999328307158495,0.0,0.0,-8.883168450357916e-05,0.0
0.13333333333333333,malecns_connected,0.0,0.4799925063393486,0.0,0.0,-9.320786836460627e-05,0.0
0.14166666666666666,malecns_connected,0.0,0.47999169411329173,0.0,0.0,-9.74671268228305e-05,0.0
0.15,malecns_connected,0.0,0.47999084734175873,0.0,0.0,-0.00010161258395855896,0.0
0.15833333333333333,malecns_connected,0.0,0.47998996694775553,0.0,0.0,-0.00010564728038112046,0.0
0.16666666666666666,malecns_connected,0.0,0.4799890538296267,0.0,0.0,-0.00010957417545909116,0.0
0.175,malecns_connected,0.0,0.4799881088617143,0.0,0.0,-0.00011339614949093182,0.0
0.18333333333333332,malecns_connected,0.0,0.4799871328949991,0.0,0.0,-0.00011711600581762875,0.0
0.19166666666666665,malecns_connected,0.0,0.4799861267577251,0.0,0.0,-0.00012073647287888795,0.0
0.2,malecns_connected,0.0,0.4799850912560067,0.0,0.0,-0.0001242602062143907,0.0
0.20833333333333334,malecns_connected,0.0,0.4799840271744199,0.0,0.0,-0.0001276897904115785,0.0
0.21666666666666667,malecns_connected,0.0,0.4799829352765782,0.0,0.0,-0.00013102774100139577,0.0
0.225,malecns_connected,0.0,0.47998181630569237,0.0,0.0,-0.00013427650630338126,0.0
0.23333333333333334,malecns_connected,0.0,0.47998067098511554,0.0,0.0,-0.0001374384692214611,0.0
0.24166666666666667,malecns_connected,0.0,0.47997950001887396,0.0,0.0,-0.00014051594899176076,0.0
0.25,malecns_connected,0.0,0.4799783040921833,0.0,0.0,-0.0001435112028837182,0.0
0.2583333333333333,malecns_connected,0.0,0.47997708387195115,0.0,0.0,-0.00014642642785574547,0.0
0.26666666666666666,malecns_connected,0.0,0.47997584000726645,0.0,0.0,-0.00014926376216665334,0.0
0.275,malecns_connected,0.0,0.47997457312987524,0.0,0.0,-0.0001520252869440213,0.0
0.2833333333333333,malecns_connected,0.0,0.47997328385464433,0.0,0.0,-0.0001547130277106626,0.0
0.2916666666666667,malecns_connected,0.0,0.4799719727800121,0.0,0.0,-0.00015732895587030447,0.0
0.3,malecns_connected,0.0,0.47997064048842747,0.0,0.0,-0.000159874990153573,0.0
0.30833333333333335,malecns_connected,0.0,0.47996928754677726,0.0,0.0,-0.00016235299802534354,0.0
0.31666666666666665,malecns_connected,0.0,0.4799679145068018,0.0,0.0,-0.00016476479705448846,0.0
0.325,malecns_connected,0.0,0.47996652190549977,0.0,0.0,-0.00016711215624702738,0.0
0.3333333333333333,malecns_connected,0.0,0.4799651102655219,0.0,0.0,-0.00016939679734365748,0.0
0.3416666666666667,malecns_connected,0.0,0.47996368009555457,0.0,0.0,-0.0001716203960826155,0.0
0.35,malecns_connected,0.0,0.47996223189069265,0.0,0.0,-0.00017378458342879818,0.0
0.35833333333333334,malecns_connected,0.0,0.4799607661328029,0.0,0.0,-0.00017589094677004203,0.0
0.36666666666666664,malecns_connected,0.0,0.4799592832908772,0.0,0.0,-0.00017794103108144036,0.0
0.375,malecns_connected,0.0,0.4799577838213767,0.0,0.0,-0.00017993634005855147,0.0
0.3833333333333333,malecns_connected,0.0,0.47995626816856657,0.0,0.0,-0.000181878337220329,0.0
0.39166666666666666,malecns_connected,0.0,0.47995473676484174,0.0,0.0,-0.0001837684469825836,0.0
0.4,malecns_connected,0.0,0.4799531900310442,0.0,0.0,-0.0001856080557027633,0.0
0.4083333333333333,malecns_connected,0.0,0.47995162837677174,0.0,0.0,-0.0001873985126968187,0.0
0.4166666666666667,malecns_connected,0.0,0.47995005220067816,0.0,0.0,-0.00018914113122889915,0.0
0.425,malecns_connected,0.0,0.47994846189076584,0.0,0.0,-0.00019083718947460546,0.0
0.43333333333333335,malecns_connected,0.0,0.47994685782467034,0.0,0.0,-0.00019248793145850603,0.0
0.44166666666666665,malecns_connected,0.0,0.4799452403699373,0.0,0.0,-0.00019409456796660378,0.0
0.45,malecns_connected,0.0,0.479943609884292,0.0,0.0,-0.00019565827743442334,0.0
0.4583333333333333,malecns_connected,0.0,0.47994196671590195,0.0,0.0,-0.0001971802068113697,0.0
0.4666666666666667,malecns_connected,0.0,0.47994031120363195,0.0,0.0,-0.00019866147240199262,0.0
0.475,malecns_connected,0.0,0.4799386436772929,0.0,0.0,-0.00020010316068477338,0.0
0.48333333333333334,malecns_connected,0.0,0.47993696445788364,0.0,0.0,-0.00020150632910903503,0.0
0.49166666666666664,malecns_connected,0.0,0.47993527385782636,0.0,0.0,-0.00020287200687056013,0.0
0.5,malecns_connected,0.0,0.4799335721811958,0.0,0.0,-0.000204201195666485,0.0
0.5083333333333333,malecns_connected,0.0,0.4799318597239422,0.0,0.0,-0.00020549487043002455,0.0
0.5166666666666666,malecns_connected,0.0,0.4799301367741085,0.0,0.0,-0.0002067539800455661,0.0
0.525,malecns_connected,0.0,0.4799284036120415,0.0,0.0,-0.00020797944804465702,0.0
0.5333333333333333,malecns_connected,0.0,0.47992666051059746,0.0,0.0,-0.00020917217328339643,0.0
0.5416666666666666,malecns_connected,0.0,0.47992490773534247,0.0,0.0,-0.00021033303060172812,0.0
0.55,malecns_connected,0.0,0.4799231455447469,0.0,0.0,-0.000211462871465118,0.0
0.5583333333333333,malecns_connected,0.0,0.47992137419037534,0.0,0.0,-0.0002125625245890869,0.0
0.5666666666666667,malecns_connected,0.0,0.4799195939170708,0.0,0.0,-0.00021363279654705667,0.0
0.575,malecns_connected,0.0,0.4799178049631344,0.0,0.0,-0.0002146744723619556,0.0
0.5833333333333334,malecns_connected,0.0,0.4799160075605004,0.0,0.0,-0.00021568831608201688,0.0
0.5916666666666667,malecns_connected,0.0,0.4799142019349059,0.0,0.0,-0.00021667507134119263,0.0
0.6,malecns_connected,0.0,0.4799123883060567,0.0,0.0,-0.00021763546190459442,0.0
0.6083333333333333,malecns_connected,0.0,0.4799105668877884,0.0,0.0,-0.00021857019219936034,0.0
0.6166666666666667,malecns_connected,0.0,0.47990873788822314,0.0,0.0,-0.00021947994783133823,0.0
0.625,malecns_connected,0.0,0.4799069015099224,0.0,0.0,-0.00022036539608796368,0.0
0.6333333333333333,malecns_connected,0.0,0.47990505795003546,0.0,0.0,-0.000221227186427702,0.0
0.6416666666666666,malecns_connected,0.0,0.4799032074004442,0.0,0.0,-0.00022206595095641284,0.0
0.65,malecns_connected,0.0,0.4799013500479034,0.0,0.0,-0.00022288230489098714,0.0
0.6583333333333333,malecns_connected,0.0,0.4798994860741783,0.0,0.0,-0.0002236768470105964,0.0
0.6666666666666666,malecns_connected,0.0,0.4798976156561775,0.0,0.0,-0.00022445016009588502,0.0
0.675,malecns_connected,0.0,0.47989573896608284,0.0,0.0,-0.00022520281135642825,0.0
0.6833333333333333,malecns_connected,0.0,0.4798938561714758,0.0,0.0,-0.000225935352846769,0.0
0.6916666666666667,malecns_connected,0.0,0.4798919674354602,0.0,0.0,-0.00022664832187133867,0.0
0.7,malecns_connected,0.0,0.47989007291678204,0.0,0.0,-0.00022734224137855916,0.0
0.7083333333333334,malecns_connected,0.0,0.47988817276994583,0.0,0.0,-0.00022801762034441503,0.0
0.7166666666666667,malecns_connected,0.0,0.47988626714532795,0.0,0.0,-0.00022867495414577712,0.0
0.725,malecns_connected,0.0,0.47988435618928693,0.0,0.0,-0.0002293147249237515,0.0
0.7333333333333333,malecns_connected,0.0,0.4798824400442708,0.0,0.0,-0.00022993740193732022,0.0
0.7416666666666667,malecns_connected,0.0,0.4798805188489215,0.0,0.0,-0.00023054344190753345,0.0
0.75,malecns_connected,0.0,0.4798785927381769,0.0,0.0,-0.000231133289352505,0.0
0.7583333333333333,malecns_connected,0.0,0.4798766618433693,0.0,0.0,-0.00023170737691345755,0.0
0.7666666666666666,malecns_connected,0.0,0.47987472629232203,0.0,0.0,-0.00023226612567205625,0.0
0.775,malecns_connected,0.0,0.4798727862094432,0.0,0.0,-0.00023280994545926356,0.0
0.7833333333333333,malecns_connected,0.0,0.4798708417158169,0.0,0.0,-0.00023333923515594205,0.0
0.7916666666666666,malecns_connected,0.0,0.479868892929292,0.0,0.0,-0.00023385438298542555,0.0
0.8,malecns_connected,0.0,0.4798669399645687,0.0,0.0,-0.00023435576679827302,0.0
0.8083333333333333,malecns_connected,0.0,0.47986498293328245,0.0,0.0,-0.0002348437543494145,0.0
0.8166666666666667,malecns_connected,0.0,0.47986302194408603,0.0,0.0,-0.0002353187035678917,0.0
0.825,malecns_connected,0.0,0.4798610571027292,0.0,0.0,-0.00023578096281939197,0.0
0.8333333333333334,malecns_connected,0.0,0.47985908851213616,0.0,0.0,-0.00023623087116176746,0.0
0.8416666666666667,malecns_connected,0.0,0.47985711627248123,0.0,0.0,-0.0002366687585937271,0.0
