experiment,scenario,fly_id,timestamp_s,nearest_horizontal_distance_m
A_OFF,off,fly-b,2.175,0.0
A_OFF,off,fly-a,2.183333333333333,0.0
A_OFF,off,fly-b,2.183333333333333,0.0
A_OFF,off,fly-a,2.1916666666666664,0.0
A_OFF,off,fly-b,2.1916666666666664,0.0
A_OFF,off,fly-a,2.2,0.0
A_OFF,off,fly-b,2.2,0.0
A_OFF,off,fly-a,2.2083333333333335,0.0
A_OFF,off,fly-b,2.2083333333333335,0.0
A_OFF,off,fly-a,2.216666666666667,0.0
A_OFF,off,fly-b,2.216666666666667,0.0
A_OFF,off,fly-a,2.225,0.0
A_OFF,off,fly-b,2.225,0.0
A_OFF,off,fly-a,2.2333333333333334,0.0
A_OFF,off,fly-b,2.2333333333333334,0.0
A_OFF,off,fly-a,2.2416666666666667,0.0
A_OFF,off,fly-b,2.2416666666666667,0.0
A_OFF,off,fly-a,2.25,0.0
A_OFF,off,fly-b,2.25,0.0
A_OFF,off,fly-a,2.2583333333333333,0.0
A_OFF,off,fly-b,2.2583333333333333,0.0
A_OFF,off,fly-a,2.2666666666666666,0.0
A_OFF,off,fly-b,2.2666666666666666,0.0
A_OFF,off,fly-a,2.275,0.0
A_OFF,off,fly-b,2.275,0.0
A_OFF,off,fly-a,2.283333333333333,0.0
A_OFF,off,fly-b,2.283333333333333,0.0
A_OFF,off,fly-a,2.2916666666666665,0.0
A_OFF,off,fly-b,2.2916666666666665,0.0
A_OFF,off,fly-a,2.3,0.0
A_OFF,off,fly-b,2.3,0.0
A_OFF,off,fly-a,2.308333333333333,0.0
A_OFF,off,fly-b,2.308333333333333,0.0
A_OFF,off,fly-a,2.3166666666666664,0.0
A_OFF,off,fly-b,2.3166666666666664,0.0
A_OFF,off,fly-a,2.325,0.0
A_OFF,off,fly-b,2.325,0.0
A_OFF,off,fly-a,2.3333333333333335,0.0
A_OFF,off,fly-b,2.3333333333333335,0.0
A_OFF,off,fly-a,2.341666666666667,0.0
A_OFF,off,fly-b,2.341666666666667,0.0
A_OFF,off,fly-a,2.35,0.0
A_OFF,off,fly-b,2.35,0.0
A_OFF,off,fly-a,2.3583333333333334,0.0
A_OFF,off,fly-b,2.3583333333333334,0.0
